52,3,0,101,1,0,0,0,98,94,22,0
2,0,0,8,0,0,0,0,3,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,254,0,0,0,0,517,84,82,1
8,0,0,12,0,1,0,0,6,0,2,0
0,0,0,20,0,0,0,0,1,0,2,0
0,0,0,1,2,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0
200,12,0,338,12,7,1,0,66,8,122,6
1,0,0,71,0,0,0,0,34,33,82,0
16,2,0,207,14,15,9,0,47,2,45,10
0,0,0,17,0,0,0,0,0,0,0,0
