0,9,83,17,0,3,5,0,21,0,10,44,14,64,0,7,0,38,29,92,3,9,8,0,11,1
0,0,0,0,28,0,0,0,4,0,0,5,0,0,34,0,0,9,0,0,9,0,0,0,7,0
17,0,15,0,58,0,0,21,12,0,24,6,0,0,50,0,0,8,4,18,19,0,0,0,5,0
10,2,0,0,26,0,2,0,22,0,0,2,0,0,5,0,0,1,3,2,8,0,0,0,2,0
48,29,29,64,15,8,2,0,5,0,1,16,21,49,7,7,1,100,51,16,0,11,5,12,4,0
4,0,0,0,9,11,0,0,18,0,0,4,0,0,26,0,0,5,0,6,2,0,0,0,1,0
7,0,0,0,8,0,1,3,10,0,0,3,0,3,2,0,0,8,3,0,2,0,0,0,0,0
66,0,0,2,100,0,0,0,21,0,0,0,0,0,10,0,0,2,2,2,2,0,0,0,0,0
19,0,29,32,18,10,12,0,0,0,3,18,4,98,41,1,0,18,32,57,0,15,0,1,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,27,0,0,0,3,0,0,2,0,2,0,0,0,0,3,0,0,0,1,0,0,0
23,0,0,6,26,0,0,0,20,0,0,28,0,1,19,0,0,2,5,4,2,0,0,0,27,0
17,5,0,0,24,0,0,0,13,0,0,0,3,0,18,21,0,0,9,0,1,0,0,0,1,0
17,0,8,39,32,13,35,0,7,0,0,2,3,3,15,0,0,0,15,41,1,5,0,0,11,0
3,2,9,9,0,36,5,1,2,0,31,6,32,75,34,12,0,59,20,19,37,13,15,0,0,0
18,0,0,0,17,0,0,1,1,0,0,14,1,0,15,9,0,31,1,3,5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
15,3,3,9,79,0,8,0,43,0,8,5,19,2,31,0,0,2,41,12,4,4,1,0,4,0
19,0,6,0,55,0,0,5,21,0,1,2,0,0,17,7,0,0,23,46,7,0,2,0,6,0
34,0,0,0,59,2,0,122,70,0,0,4,0,0,59,0,0,12,24,15,4,0,10,0,14,0
1,2,14,2,2,2,6,0,3,0,0,18,3,17,0,8,0,19,29,18,0,0,0,0,1,0
8,0,0,0,45,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14,0,0,0,15,0,0,13,15,0,1,1,2,4,13,0,0,0,5,0,0,0,0,0,0,0
0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0
1,1,0,0,4,0,0,0,1,0,0,1,0,0,2,0,0,0,8,3,0,0,0,0,0,0
0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
